1-0	What does Apple say about Vision Pro displays? The extremely high-resolution displays are one of the many features that set Vision Pro apart from its competitors. Here’s what Apple has to say about the twin displays (one for each eye): Featuring a breakthrough ultra-high-resolution display system built on top of an Apple silicon chip, Vision Pro uses micro-OLED technology to pack 23 million pixels into two displays, each the size of a postage stamp, with wide color and high dynamic range. This technological breakthrough, combined with custom catadioptric lenses that enable incredible sharpness and clarity, delivers jaw-dropping experiences […] [It] fits 64 pixels in the space of a single iPhone pixel. They’re just seven and a half microns wide, [providing] more pixels than a 4K TV for each eye […] It enables video to be rendered at true 4K resolution with wide color and high dynamic range, all at massive scale. And fine text looks super sharp from any angle.
1-1	The Vision Pro display resolution is one of the many benefits of the device over its rivals, and we yesterday explained the technology that makes it possible – and how it differs from AR/VR headset displays used by other companies. We didn’t know at the time that they would be used in Apple’s spatial computer, but Sony actually showed off the displays a full year ago – and it turns out I was being a little unfair to the Cupertino company… I pointed to the fact that Apple is using a rather confusing term for the display tech. The company refers to it as “micro-OLED,” which has led some to mistake it for microLED. I said it would be better to use the correct term, which is OLED on Silicon, aka OLEDoS.
1-2	"Apple Vision Pro is an upcoming mixed reality headset developed by Apple Inc. It was announced on June 5, 2023, at its 2023 Worldwide Developers Conference (WWDC) and is set to be available for purchase in early 2024 in the United States. It is Apple's first major product since the Apple Watch, released in 2015.[3] Apple has described the Vision Pro as a ""spatial computer,"" where digital media is integrated with the real world and physical inputs, such as motion gestures, eye tracking, and voice input, can be used to interact with the system. The headset is a standalone device that runs visionOS, a derivative of iOS designed for extended reality software."
1-3	Hardware Apple Vision Pro has a laminated glass display front, an aluminum frame covered by a flexible cushion, and an adjustable headband. The frame contains five sensors, six microphones and 12 cameras. Two micro-OLED displays with a total of 23 megapixels, each with a size of a postage stamp, will be seen by the user through the lens. The eyes are tracked by a system of LEDs and infrared cameras, which form the basis of the device's iris scanner named Optic ID (used for authentication, like the iPhone's Face ID). Custom optical inserts are supported for users with prescription glasses; these lenses will attach magnetically to the main lens and are developed in partnership with Carl Zeiss AG. The device's speaker is inside the headband and is placed directly over the user's ears. It can also virtualize surround sound.[2][23] The Vision Pro uses the Apple M2 system on a chip. It is accompanied by a co-processor known as Apple R1, which is used for real-time sensor input processing. The device can be powered by an external power supply, a USB-C port on a Mac, or a battery pack rated for two hours of use.[24][25][26]
1-4	"Software Apple Vision Pro runs visionOS, which is derived primarily from iOS core frameworks, and XR-specific frameworks for foveated rendering and real-time interaction.[29][30] The operating system uses a 3D user interface navigated via finger tracking, eye tracking, and speech recognition. For example, the user can click an element by looking at it and pinching two fingers together, move the element by moving their pinched fingers, and scroll by flicking their wrist. Apps are displayed in floating windows that can be arranged in 3D space. visionOS supports a virtual keyboard for text input, the Siri virtual assistant, and external Bluetooth peripherals including Magic Keyboard, Magic Trackpad, and gamepads.[25][31] Calls can be presented using participants' ""personas"", or individual windows with their video feeds.[28]"
1-5	"Pre-release and unveiling Samuel Axon of Ars Technica felt that the Vision Pro was ""truly something I had never seen before"", noting the intuitiveness of its user interface in a choreographed demo given by Apple, and praising a dinosaur tech demo for its immersiveness. Axon felt that its displays were dim but ""much better than other headsets I've used on this front, even if it still wasn’t perfect"", and that the personas looked ""surreal"" but conveyed body language better than a more stylized avatar (such as Animoji or Horizon Worlds).[28] He argued that the Vision Pro was not a virtual reality (VR) platform, nor a competitor to Meta Platforms' Quest (formerly Oculus) product line, due to its positioning as ""primarily an AR device that just happens to have a few VR features"", and not as a mass market consumer product.[28]"
1-6	What is the display area resolution size of Hololens2? Or what is the binocular resolution of Hololens2? Tomcat 0Reputation points Feb 13, 2023, 3:18 PM I'm developing an APP in Unity that displays an image in full screen without zooming, However, I only obtained the monocular resolution of the device 1440x936(which is consistent with the official website), and the full-screen resolution obtained was 2880x1406. However, the device cannot display the full resolution of the image
1-7	Apple today unveiled Apple Vision Pro, a revolutionary spatial computer that seamlessly blends digital content with the physical world, while allowing users to stay present and connected to others. Vision Pro creates an infinite canvas for apps that scales beyond the boundaries of a traditional display and introduces a fully three-dimensional user interface controlled by the most natural and intuitive inputs possible — a user’s eyes, hands, and voice. Featuring visionOS, the world’s first spatial operating system, Vision Pro lets users interact with digital content in a way that feels like it is physically present in their space. The breakthrough design of Vision Pro features an ultra-high-resolution display system that packs 23 million pixels across two displays, and custom Apple silicon in a unique dual-chip design to ensure every experience feels like it’s taking place in front of the user’s eyes in real time.
1-8	Extraordinary New Experiences Apple Vision Pro brings a new dimension to powerful, personal computing by changing the way users interact with their favorite apps, capture and relive memories, enjoy stunning TV shows and movies, and connect with others in FaceTime. An infinite canvas for apps at work and at home: visionOS features a three-dimensional interface that frees apps from the boundaries of a display so they can appear side by side at any scale. Apple Vision Pro enables users to be even more productive, with infinite screen real estate, access to their favorite apps, and all-new ways to multitask. And with support for Magic Keyboard and Magic Trackpad, users can set up the perfect workspace or bring the powerful capabilities of their Mac into Vision Pro wirelessly, creating an enormous, private, and portable 4K display with incredibly crisp text.
1-9	Engaging entertainment experiences: With two ultra-high-resolution displays, Apple Vision Pro can transform any space into a personal movie theater with a screen that feels 100 feet wide and an advanced Spatial Audio system. Users can watch movies and TV shows, or enjoy stunning three-dimensional movies. Apple Immersive Video offers 180-degree high-resolution recordings with Spatial Audio, and users can access an exciting lineup of immersive videos that transport them to entirely new places. Spatial computing makes new types of games possible with titles that can span a spectrum of immersion and bring gamers into all-new worlds. Users can also play over 100 Apple Arcade games on a screen as large as they want, with incredible immersive audio and support for popular game controllers.
1-10	While the $3,499 Vision Pro won’t be available for sale until next year, Bloomberg’s Mark Gurman recently reported that Apple is already working on a cheaper version. The news isn’t exactly surprising—Gurman himself previously reported on Apple’s plans to initially introduce the pricey mixed reality headset meant for developers, with a device meant for the masses released sometime later. Gurman covers some of the ways Apple could cut costs—lower-quality screens, an older chip, and fewer cameras among them—though much of the core Vision Pro features, including the EyeSight eye tracking, will likely remain. The projected release date for this other headset is late 2025, only two and a half years from now. Gurman doesn’t mention a smaller design, but it’s hard to imagine that Apple could develop the tech in that amount of time to make a headset that’s essentially a mobile device.
1-11	Apple has confirmed that Safari on Vision Pro will support WebXR, a web-standard that allows immersive experiences to be delivered through the browser. In a somewhat surprising move, Apple confirmed that Safari on Vision Pro will support WebXR. Prior to the reveal of the headset, it was an open question whether the company would entertain the idea of XR experiences through the browser, and even more so if the company would adopt the relatively new WebXR standard. But now Apple has confirmed that Safari on Vision Pro will indeed support WebXR. The company confirmed as much in its WWDC 2023 developer talk titled Meet Safari for Spatial Computing, in which the Apple explained the version of Safari running on Vision Pro is “truly is Safari with the same WebKit engine underneath, plus some thoughtful additions for [Vision Pro].” Thanks to Safari on visionOS being a fully-featured version of the browser, existing websites should work exactly as expected, the company says. But to go beyond flat web pages, Safari on visionOS includes support for WebXR for immersive experriences and the new <model> tag for 3D models.
1-12	The Apple Vision Pro stole the show at WWDC 2023. A showcase of all its features and functionality was an eye-opening insight into how Apple views the future direction augmented and virtual reality. While the ability to watch movies in a virtual environment has been around for ages, Apple’s partnership with Disney could produce some truly compelling experiences. And the interplay between Apple’s existing services and products and its vision for spatial computing shows the potential for the Vision Pro to spearhead the next step in AR and VR headsets. But a major sticking point is the price. At $3,499, the Vision Pro blows even the pricer VR headsets out of the water in terms of costs. Granted, there’s an awful lot of tech in the headset that could justify the loft price tag. But at the same time, we’re in a time when the cost of living is uncomfortably high for many. So the idea of splashing the cash on a device that’s somewhat niche in an area that’s already niche is hard to swallow.
1-13	Apple announced the Vision Pro, its first augmented reality (AR) headset, at its 5 June WWDC keynote. The headset contains two leading-edge micro-OLED displays packing an incredible 23 million pixels—nearly three times as many as in a 4K display. AR/VR display quality has improved in leaps and bounds since the original Oculus Rift, which had a single 1,280 x 800 display. But the need to balance price with quality has forced AR/VR leaders, such as Meta and HTC Corp., to compromise. Apple opts for a different strategy, pushing the device’s display technology, and the headset’s US $3,499 manufacturer’s suggested retail price, to the extreme.
1-14	Last year, MKBHD posted a video about the pass-through mode of the Meta Quest Pro. It's an impressive feature. But ultimately, it's something that has very limited use cases because the text quality is very low. The Vision Pro has excellent text quality and is very usable in this regard. So you can already do more with this than with a Quest. The only advantage so far is the huge number of special VR experiences for the Quest product family.
1-15	"Apple Vision Pro Captures 3D Spatial Videos and Photos Tuesday June 6, 2023 9:51 am PDT by Juli Clover Apple's new Vision Pro headset is equipped with an array of cameras for everything from eye scanning to gesture tracking, but it also has an external camera for capturing photos and videos. vision pro video recording The 3D camera on the Vision Pro takes 3D photos and records 3D videos that can be viewed back on the headset. Apple says that the feature is designed to allow users to relive their memories like never before. Standard photos from an iPhone or another device can also be viewed on the headset, but the 3D images will be much more immersive. vision pro 3d video Spatial videos and photos are designed to have ""incredible depth"" according to Apple, which lets the user ""see into a moment."" They can be expanded and zoomed in just like a regular photo. There is a button at the top of the headset that is designed to let users capture spatial videos or photos, and while recording is ongoing, the headset's external display flashes with an animation that lets the people around you know that video is being recorded. vision pro camera button With the recording indicator, no one will be able to use Vision Pro record video or take images in secret, which is a problem that prior headsets have faced. Google Glass, Google's now-defunct AR smart glasses, allowed for surreptitious photo and video recording in public spaces. Google came under fire for its capabilities, and some businesses even began banning the use of Google Glass. It is not clear if Apple will face some of the same issues with Vision Pro, but it at least makes it clear when a video is being recorded thanks to the unique external display. It's also not as lightweight and wearable as Google Glass, so it is unlikely many people will be wearing the Vision Pro out in public."
1-16	Apple announced a new Vision Pro VR headset with AR system to create a new virtual reality system. The headset is a standalone unit, priced at $3499, and features whole host of cameras that Apple are calling their first three-dimensional camera. There are six different external cameras (two forward facing, two downward facing, two side cameras), plus two TrueDepth cameras, plus a LiDAR scanner, used to see what is happening around you as well as track your hand movements. Inside the headset are another four more infrared cameras for eye-tracking, giving a total of 12 different cameras.
1-17	Apple Still Hasn't Discussed the Vision Pro's Weight and Optional Top Head Strap Friday June 9, 2023 2:31 am PDT by Tim Hardwick Coming away from all the press coverage and the demonstration videos that Apple released for its Vision Pro headset, most people would be forgiven for not realizing that there is an optional additional strap for the device that goes over the head. vision pro over head strap Still from Apple's WWDC keynote video showing over-the-head strap in use The additional strap is presumably used to better disperse weight and/or keep the headset from being easily dislodged when the wearer is moving around. It only appeared once in Apple's WWDC keynote, in a brief scene where a man stands and records a video of children playing with bubbles using the headset's outward facing cameras.
1-18	When will the Apple Vision Pro go on sale? Apple unveiled the Vison Pro headset at its WWDC 2023 convention, devoting more than 45 minutes to an in-depth reveal of the hardware. Don’t think that means you can pick one up though: the headset doesn’t go on sale until early 2024. Even then, it will only launch in the US at first, and only be available from official Apple stores. The company only says that other countries will follow “later next year,” but there’s no word on exactly when or where.
1-19	How much will the Vision Pro headset cost? Prepare to be shocked: Apple’s first AR/VR headset is expensive. When it launches the Reality Pro will start from $3,499 in the US – so far no other currencies have been confirmed. We’re not sure what pricing options there’ll be, but Apple has talked up the modularity and customisability of the design, so expect to be able to pay a premium for different headband options, plus the option Zeiss corrective lenses, rather than having a range of CPUs or storage to choose between. $3,499 is expensive even by VR standards. It’s more than double the $1,499/£1,499 Meta Quest Pro, and the equivalent of seven of the upcoming $499 Meta Quest 3 headset.
2-0	The 76th annual Cannes Film Festival is a film festival that took place from 16 to 27 May 2023.[1] Swedish filmmaker Ruben Östlund served as jury president.[2] With the French film Anatomy of a Fall winning the Palme d'Or, the festival's top prize,[3] Justine Triet became the third female director to achieve the prize, after Jane Campion in 1993, and Julia Ducournau in 2021.[4] The official poster for the festival featuring actress Catherine Deneuve was created by Lionel Avignon and Stefan de Vivies of the design studio Hartland Villa from a photo taken by Jack Garofalo during the shooting of La Chamade (1968). The poster was chosen to pay tribute to Deneuve for her contributions to film.[5] During the festival, two Honorary Palme d'Or were awarded: The first one during the opening ceremony for Michael Douglas; and the second one was awarded on short notice for Harrison Ford before the world premiere of Indiana Jones and the Dial of Destiny.[6] The festival opened with Jeanne du Barry directed by Maïwenn[7][8] and closed with Pixar's feature film Elemental directed by Peter Sohn.[9][10]
2-1	After an eventful few weeks at Cannes in the South of France, the film festival has come to its final moment: the Palme d’Or awards ceremony. Presented by Jane Fonda (who coincidentally prided the festival for the number of women nominated for the award), Justine Triet’s Anatomy Of A Fall has won the famed prize for the martial murder-mystery-thriller starring Sandra Hüller. This marked the fourth Palme d’Or winner acquired by Neon, after Titane, Triangle of Sadness, and Parasite. The jury, led by last year’s winner Triangle of Sadness’s Ruben Östlund, is made of actors, directors, and filmmakers from around the world like Julia Ducournau, Brie Larson, Rungano Nyoni, Maryam Touzani, Paul Dano, Denis Ménochet, Atiq Rahimi, and Damián Szifron. As for the ceremony itself, presenters for the evening included actors Song Kang-ho, Zar Amir Ebrahimi, John C. Reilly, and Pixar creative director Pete Docter, with actress Jane Fonda handing out the final prize.
2-2	The Cannes jury will hand out its awards on Saturday, May 27. The final predictions for which films and performances will win are listed below. The Cannes Film Festival has had its fair share of impressive movie premieres this year, with audiences embracing new films from the likes of Jonathan Glazer, Todd Haynes and Hirokazu Kore-eda. But even the most sustained standing ovation doesn’t guarantee that a movie will walk away with the Palme d’Or, Cannes’ highest honor. It all depends on the vagaries of the jury’s taste, and this one is headed up by Ruben Östlund, a two time Palme d’Or winner for “Triangle of Sadness” and “The Square.” And it’s not just Östlund’s decision to make. The ultimate victor will come down to the personal opinions of jury members Maryam Touzani, Denis Ménochet, Rungano Nyoni, Brie Larson, Paul Dano, Atiq Rahimi, Damián Szifrón and Julia Ducournau.
2-3	Justine Triet’s French courtroom thriller Anatomy of a Fall has won the 2023 Palme d’Or for best film of the 76th Cannes International Film Festival. Triet is just the third woman director to win Cannes’ top honor, but the second in three years, following Julia Ducournau, who took the Palme for Titane in 2021. Jane Campion was the first-ever female Palme d’Or winner in 1993 with The Piano. German actress Sandra Hüller stars in the film as a German novelist who is put on trial for murder after her husband dies in suspicious circumstances.
2-4	Acclaimed by the critics and winner of the Grand Prix at the 76th Cannes Film Festival, The Zone of Interest is one of the titles that received the most attention during this year’s festival. At the same time, out of all the movies I saw at the Cannes Film Festival, The Zone of Interest was definitely the hardest one to watch. And perhaps that is the whole point of Jonathan Glazer’s (Under The Skin) latest movie. After all, a film about a Nazi commander responsible for killing countless lives raises complex questions on the ethics of portraying such a topic on screen, all of which The Zone of Interest certainly takes strongly into consideration. The Zone of Interest is loosely based on a homonymous 2014 novel by Martin Amis, telling the story of a Nazi officer. In fact, Glazer’s film follows Rudolf Höss (Christian Friedel), the commandant of the Auschwitz concentration camp, as he builds his ideal life with his wife Hedwig (Sandra Hüller) and children in what initially looks like a fantastical house in the countryside of Germany. However, it becomes soon evident that behind this dream-like façade, there is a much darker truth, that of the Auschwitz concentration camp just a few feet away from them, the horror of which Höss is heavily involved in.
